"","77","81","93","97","101","105","109","113","117","121","125","8","200","201","202","203","204","205","266","267","281","282","283","284","285","286","287","288","289","290","291","292","293","294","295","296","406","407"
"77",0.0108149144615745,0.00546168934565016,0.00210126363874265,0.00211340671938174,0.00214459218531371,0.00283577341693408,0.0028549583348846,0.00286720724674787,0.00279999600419673,0.00283989760891863,0.00276612880261636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",0.00546168934565016,0.0110329307233543,0.002122337494004,0.0021346023592298,0.00216610058838824,0.00286421376941561,0.00288359109548505,0.00289596285333059,0.00282807754020052,0.00286837932347551,0.00279387067990667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",0.00210126363874265,0.002122337494004,0.00163304440185436,0.000821240835346324,0.000833359079249763,0.0011019426163541,0.00110939761207226,0.00111415737105212,0.00108804000496676,0.00110354522073661,0.00107487967540897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",0.00211340671938174,0.0021346023592298,0.000821240835346324,0.00165197347695994,0.000838175013011746,0.00110831067879201,0.00111580875649785,0.00112059602184866,0.00109432772502019,0.00110992254453227,0.00108109134268154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0.00214459218531371,0.00216610058838824,0.000833359079249763,0.000838175013011746,0.00170108627586465,0.00112466493024704,0.00113227364971657,0.00113713155603731,0.00111047564376865,0.0011263005807059,0.00109704394514435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",0.00283577341693408,0.00286421376941561,0.0011019426163541,0.00110831067879201,0.00112466493024704,0.00297426702754309,0.00149719444962516,0.00150361801196986,0.00146837115807697,0.00148929631848677,0.00145061055344365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",0.0028549583348846,0.00288359109548505,0.00110939761207226,0.00111580875649785,0.00113227364971657,0.00149719444962516,0.00301464690188235,0.00151379047074823,0.00147830516056828,0.00149937188640893,0.00146042439974032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",0.00286720724674787,0.00289596285333059,0.00111415737105212,0.00112059602184866,0.00113713155603731,0.00150361801196986,0.00151379047074823,0.00304057047330789,0.00148464768031631,0.00150580479082735,0.00146669020388072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",0.00279999600419673,0.00282807754020052,0.00108804000496676,0.00109432772502019,0.00111047564376865,0.00146837115807697,0.00147830516056828,0.00148464768031631,0.002899691033664,0.00147050667585999,0.00143230898809933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",0.00283989760891863,0.00286837932347551,0.00110354522073661,0.00110992254453227,0.0011263005807059,0.00148929631848677,0.00149937188640893,0.00150580479082735,0.00147050667585999,0.00298292453733106,0.0014527202411858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0.00276612880261636,0.00279387067990667,0.00107487967540897,0.00108109134268154,0.00109704394514435,0.00145061055344365,0.00146042439974032,0.00146669020388072,0.00143230898809933,0.0014527202411858,0.00282996914301987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0.0253215144230769,0,0,0,0,0,0,0.0101517690922524,0.0101404974475838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",0,0,0,0,0,0,0,0,0,0,0,0,0.0615352453843695,0.0310621888211425,0.0427144640206492,0.0354489863051019,0.0377460166551582,0.0300098643468455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204363952457321,0.0204363952457321
"201",0,0,0,0,0,0,0,0,0,0,0,0,0.0310621888211425,0.0627191501932577,0.0431234080083907,0.0357883713390331,0.0381073932269175,0.030297175773524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206320512409193,0.0206320512409193
"202",0,0,0,0,0,0,0,0,0,0,0,0,0.0427144640206492,0.0431234080083907,0.118600351728493,0.049213566652401,0.0524025169727891,0.0416624736897043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283716970325862,0.0283716970325862
"203",0,0,0,0,0,0,0,0,0,0,0,0,0.0354489863051019,0.0357883713390331,0.049213566652401,0.0816852600300832,0.0434891587454603,0.0345759333079546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235458391582403,0.0235458391582403
"204",0,0,0,0,0,0,0,0,0,0,0,0,0.0377460166551582,0.0381073932269175,0.0524025169727891,0.0434891587454603,0.0926143555246719,0.0368163913990923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250715670506691,0.0250715670506691
"205",0,0,0,0,0,0,0,0,0,0,0,0,0.0300098643468455,0.030297175773524,0.0416624736897043,0.0345759333079546,0.0368163913990923,0.0585415368048455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199330788471584,0.0199330788471584
"266",0,0,0,0,0,0,0,0,0,0,0,0.0101517690922524,0,0,0,0,0,0,0.0162799766207489,0.00813095037274926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267",0,0,0,0,0,0,0,0,0,0,0,0.0101404974475838,0,0,0,0,0,0,0.00813095037274926,0.0162438449401336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00407133907736443,0.00282318177514907,0.00277577435876888,0.00281378837951176,0.00299503137666656,0.00321345089981881,0.00337664967443568,0.00649808600007088,0.00204193421215685,0.0028210170010338,0.0027790029712483,0.00281640127231743,0.00299431272528372,0.00324508698259833,0.00340339621646874,0.00650013468903375,0,0
