"","77","81","93","97","101","105","109","113","117","121","125","8","200","201","202","203","204","205","266","267","281","282","283","284","285","286","287","288","289","290","291","292","293","294","295","296","406","407"
"282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282318177514907,0.00783069666670303,0.00384960104412396,0.00390232104043088,0.00415367909080091,0.00445659565234625,0.00468292895324304,0.00901191358427813,0.00283186997902734,0.00391234610203969,0.00385407866671334,0.00390594474811487,0.0041526824243734,0.00450047036316893,0.00472002257211445,0.00901475482212789,0,0
"283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277577435876888,0.00384960104412396,0.00756991559227884,0.0038367925080348,0.00408392970523154,0.00438175963307584,0.00460429230125009,0.00886058378205538,0.00278431666864115,0.0038466492268631,0.00378936022962112,0.00384035536571595,0.00408294977502015,0.0044248975912378,0.00464076303687311,0.00886337730928765,0,0
"284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00281378837951176,0.00390232104043088,0.0038367925080348,0.00777867418480971,0.00413985881490024,0.00444176750117069,0.00466734773747209,0.00898192880947846,0.00282244767567423,0.00389932879825499,0.00384125523251139,0.00389294874315356,0.00413886546461842,0.00448549623042008,0.0047043179370721,0.00898476059385574,0,0
"285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299503137666656,0.00415367909080091,0.00408392970523154,0.00413985881490024,0.00881303450954422,0.00472787261854154,0.00496798303004156,0.00956047683018759,0.0030042484392912,0.00415049411098202,0.00408867988471559,0.00414370310091431,0.0044054599203671,0.00477441802228167,0.00500733457069398,0.00956349101672829,0,0
"286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321345089981881,0.00445659565234625,0.00438175963307584,0.00444176750117069,0.00472787261854154,0.0101453271165329,0.00533028457148915,0.0102576965009484,0.0032233401378467,0.00445317840057899,0.00438685623027887,0.00444589214054754,0.00472673817560326,0.00512260339218486,0.0053725059133769,0.0102609305039465,0,0
"287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337664967443568,0.00468292895324304,0.00460429230125009,0.00466734773747209,0.00496798303004156,0.00533028457148915,0.0112019783242888,0.010778645334939,0.00338704114871312,0.00467933815244131,0.00460964773496383,0.00467168185137119,0.0049667909731228,0.00538276065691852,0.00564535476310864,0.0107820435804734,0,0
"288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649808600007088,0.00901191358427813,0.00886058378205538,0.00898192880947846,0.00956047683018759,0.0102576965009484,0.010778645334939,0.0414852419432002,0.00651808354202305,0.00900500338195674,0.00887088987602274,0.00899026945703326,0.00955818281418892,0.0103586824334391,0.0108640233037265,0.0207491606170657,0,0
"289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204193421215685,0.00283186997902734,0.00278431666864115,0.00282244767567423,0.0030042484392912,0.0032233401378467,0.00338704114871312,0.00651808354202305,0.00409643632971561,0.00282969854292557,0.00278755521701761,0.00282506860952975,0.00300352757629387,0.00325507357912417,0.00341387000192156,0.00652013853572603,0,0
"290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028210170010338,0.00391234610203969,0.0038466492268631,0.00389932879825499,0.00415049411098202,0.00445317840057899,0.00467933815244131,0.00900500338195674,0.00282969854292557,0.00781869234558906,0.00385112341607756,0.00390294972733341,0.00414949820878361,0.004497019468921,0.00471640332847326,0.00900784244118726,0,0
"291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027790029712483,0.00385407866671334,0.00378936022962112,0.00384125523251139,0.00408867988471559,0.00438685623027887,0.00460964773496383,0.00887088987602274,0.00278755521701761,0.00385112341607756,0.00758753556749317,0.00384482223429264,0.00408769881470877,0.00443004436389895,0.00464616089113584,0.00887368665251656,0,0
"292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00281640127231743,0.00390594474811487,0.00384035536571595,0.00389294874315356,0.00414370310091431,0.00444589214054754,0.00467168185137119,0.00899026945703326,0.00282506860952975,0.00390294972733341,0.00384482223429264,0.00779312749538519,0.00414270882820427,0.00448966147643348,0.00470868638161571,0.00899310387101449,0,0
"293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299431272528372,0.0041526824243734,0.00408294977502015,0.00413886546461842,0.0044054599203671,0.00472673817560326,0.0049667909731228,0.00955818281418892,0.00300352757629387,0.00414949820878361,0.00408769881470877,0.00414270882820427,0.00880880567933445,0.00477327241087316,0.00500613307145708,0.009561196277482,0,0
"294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324508698259833,0.00450047036316893,0.0044248975912378,0.00448549623042008,0.00477441802228167,0.00512260339218486,0.00538276065691852,0.0103586824334391,0.00325507357912417,0.004497019468921,0.00443004436389895,0.00448966147643348,0.00477327241087316,0.0103460697569273,0.00542539766343245,0.0103619482748531,0,0
"295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340339621646874,0.00472002257211445,0.00464076303687311,0.0047043179370721,0.00500733457069398,0.0053725059133769,0.00564535476310864,0.0108640233037265,0.00341387000192156,0.00471640332847326,0.00464616089113584,0.00470868638161571,0.00500613307145708,0.00542539766343245,0.011380143570623,0.0108674484668644,0,0
"296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650013468903375,0.00901475482212789,0.00886337730928765,0.00898476059385574,0.00956349101672829,0.0102609305039465,0.0107820435804734,0.0207491606170657,0.00652013853572603,0.00900784244118726,0.00887368665251656,0.00899310387101449,0.009561196277482,0.0103619482748531,0.0108674484668644,0.0415114046486459,0,0
"406",0,0,0,0,0,0,0,0,0,0,0,0,0.0204363952457321,0.0206320512409193,0.0283716970325862,0.0235458391582403,0.0250715670506691,0.0199330788471584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271484251362629,0.0135742125681315
"407",0,0,0,0,0,0,0,0,0,0,0,0,0.0204363952457321,0.0206320512409193,0.0283716970325862,0.0235458391582403,0.0250715670506691,0.0199330788471584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135742125681315,0.0271484251362629
