"","3","4","5","6","18","19","20","21","22","23","24","36","37","38","39","40","41","42","43","44","45","46","47","52","53","54","55","56","57","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","30","31","136","137","138","139","140","141","142","143","144","145","146","147","148","149","220","221","222","326","327","1","8","13","14","15","16","25","34","35","200","201","202","203","204","205","206","207","208","209","257","263","266","267","301","302","303","304","305","306","307","308","309","310","311","312","313","317","318","328","329","330","333","334","335","336","337","338","339","340","341","342","368","382","383","404","405","406","407","408","428","432","433"
"3",0.00357999270025515,0.00186988854076909,0.00179161366020651,0.00184417257869945,0,0,0,0,0,0,0,0,0,0,0,0.00186683813485093,0.00184065558907575,0.00186683813485093,0.00184065558907575,0.00187287254071812,0.00186899479423595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.00186988854076909,0.00390669305515663,0.00187157803560145,0.00192648279526654,0,0,0,0,0,0,0,0,0,0,0,0.00195015997411375,0.00192280883325266,0.00195015997411375,0.00192280883325266,0.00195646371120271,0.00195241289081389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.00179161366020651,0.00187157803560145,0.00358646486313764,0.00184583883846507,0,0,0,0,0,0,0,0,0,0,0,0.0018685248735591,0.0018423186711462,0.0018685248735591,0.0018423186711462,0.00187456473167508,0.00187068348154416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.00184417257869945,0.00192648279526654,0.00184583883846507,0.00379997702205882,0,0,0,0,0,0,0,0,0,0,0,0.00192334006542368,0.00189636507580669,0.00192334006542368,0.00189636507580669,0.00192955710928984,0.00192556199850145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0.00550153930705429,0.00362010726998352,0.00360020115634864,0.00354939447595823,0.00468202011459224,0.00503471917252825,0.00351017222642485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887879571589356,0.00793222202417813,0.00478131798420729,0.00491864277299858,0.00523109057970414,0.00483555751882086,0.00527270921731838,0.00477408433679015,0.00552787168310719,0.00488072090770258,0.00551966879087857,0.00517056057656215,0.00566750977368844,0.00511051236741684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0.00362010726998352,0.0095283708175154,0.00473798828003981,0.00467112494496948,0.00616169915692912,0.00662586322174397,0.00461950711848269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116847998808591,0.0104390764163152,0.00629237856122834,0.00647310269624083,0.00688429473302039,0.00636375965027131,0.00693906628846521,0.00628285883296985,0.00727486885057527,0.0064231962200394,0.00726407356288055,0.00680463517150622,0.00745863737013547,0.00672560966742678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0.00360020115634864,0.00473798828003981,0.00942387040627296,0.00464543953373091,0.00612781743065577,0.00658942916706421,0.00459410554146311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116205479300515,0.0103816744041954,0.00625777825981959,0.00643750863555926,0.00684643962458541,0.00632876684113726,0.00690091000420164,0.00624831087829514,0.00723486606744807,0.00638787658326638,0.00722413014048704,0.0067672180921586,0.0074176240873849,0.00668862713063465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0.00354939447595823,0.00467112494496948,0.00464543953373091,0.00915976452612735,0.00604134057889955,0.00649643796820969,0.00452927270524413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011456556686506,0.010235166364654,0.006169467377679,0.00634666136632248,0.0067498214483468,0.00623945415548466,0.0068035231322575,0.00616013360153002,0.00713276634801764,0.00629772973039758,0.00712218192837138,0.00667171790430543,0.00731294525420375,0.00659423603243795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0.00468202011459224,0.00616169915692912,0.00612781743065577,0.00604134057889955,0.0159383119014258,0.00856947669423162,0.00597458131353563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151123886661558,0.0135012479227378,0.00813816851135304,0.00837190579376363,0.00890371583241224,0.00823048834327399,0.0089745539333786,0.00812585629078398,0.00940885994507257,0.00830735988172368,0.00939489799578213,0.00880068914245158,0.00964653464387055,0.00869848250268329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
